Complaint_ID;Shipment_ID;Complaint_DateTime;Complaint_Category;Complaint_Reason;Complaint_Channel;Resolved_Flag
CMP-0004408;SHP-2026-0176867;2026-06-10 21:28:13;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0003440;SHP-2026-0135747;2026-02-08 04:44:58;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0000427;SHP-2025-0017129;2025-03-07 12:29:31;Failed Delivery;Customer not available;Email;TRUE
CMP-0004460;SHP-2026-0179024;2026-07-28 05:43:45;Incorrect Delivery;Other;Web Form;TRUE
CMP-0002268;SHP-2025-0091526;2025-10-27 15:35:15;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0003321;SHP-2026-0130999;2026-02-27 02:03:36;Incorrect Delivery;Other;Chat;TRUE
CMP-0003400;SHP-2026-0134344;2026-02-14 02:57:42;Other;Tracking issue;Email;TRUE
CMP-0003803;SHP-2026-0150609;2026-04-15 08:44:00;Late Delivery;Long transit time;Chat;TRUE
CMP-0000116;SHP-2025-0004760;2025-01-07 22:36:13;Other;Tracking issue;Chat;FALSE
CMP-0002062;SHP-2025-0083343;2025-11-02 18:36:04;Failed Delivery;Customer not available;Chat;FALSE
CMP-0000451;SHP-2025-0017942;2025-03-17 08:36:28;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0003611;SHP-2026-0143400;2026-03-21 19:45:10;Other;Tracking issue;Phone;TRUE
CMP-0003678;SHP-2026-0145805;2026-03-13 09:38:41;Other;Wrong delivery instructions;Email;TRUE
CMP-0002024;SHP-2025-0081418;2025-10-04 13:45:03;Late Delivery;Long transit time;Email;TRUE
CMP-0003646;SHP-2026-0144720;2026-04-04 20:23:04;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0000958;SHP-2025-0038189;2025-06-04 18:23:30;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0001571;SHP-2025-0063584;2025-08-17 10:59:37;Other;Tracking issue;Phone;TRUE
CMP-0004575;SHP-2026-0182980;2026-07-18 05:47:10;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005381;SHP-2026-0215327;2026-01-03 09:33:43;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0001178;SHP-2025-0047412;2025-07-06 12:36:33;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0002139;SHP-2025-0085849;2025-10-15 17:02:17;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002302;SHP-2025-0093035;2025-10-24 23:35:02;Damaged Shipment;Contents damaged;Web Form;TRUE
CMP-0001791;SHP-2025-0071667;2025-08-18 21:07:01;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0000544;SHP-2025-0021397;2025-03-18 08:36:47;Failed Delivery;Customer not available;Phone;TRUE
CMP-0004441;SHP-2026-0178313;2026-08-04 08:07:12;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005887;SHP-2026-0234000;2026-11-29 16:06:09;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0000231;SHP-2025-0009605;2025-02-24 03:55:13;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0000626;SHP-2025-0024783;2025-03-21 15:23:00;Other;Tracking issue;Email;TRUE
CMP-0003538;SHP-2026-0139467;2026-03-14 14:02:34;Incorrect Delivery;Other;Email;TRUE
CMP-0005912;SHP-2026-0235053;2026-12-30 22:10:49;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0001562;SHP-2025-0063269;2025-08-27 10:58:11;Late Delivery;Delivery date repeatedly changed;Web Form;FALSE
CMP-0002225;SHP-2025-0089577;2025-10-30 03:15:11;Late Delivery;Delivered after promised date;Phone;FALSE
CMP-0004217;SHP-2026-0168891;2026-06-09 11:52:27;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0003392;SHP-2026-0133716;2026-02-09 20:40:02;Failed Delivery;Customer not available;Phone;TRUE
CMP-0001540;SHP-2025-0061934;2025-07-05 00:35:52;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0003909;SHP-2026-0154902;2026-04-27 16:27:24;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001963;SHP-2025-0079245;2025-09-24 05:47:54;Late Delivery;Long transit time;Phone;TRUE
CMP-0005398;SHP-2026-0215827;2026-01-01 15:24:24;Incorrect Delivery;Other;Web Form;FALSE
CMP-0002552;SHP-2025-0102963;2025-11-29 00:27:36;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005646;SHP-2026-0225481;2026-12-05 11:19:53;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0000054;SHP-2025-0002357;2025-01-09 20:17:32;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0004576;SHP-2026-0183144;2026-07-21 07:18:33;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0004019;SHP-2026-0160582;2026-05-05 11:11:34;Failed Delivery;Courier did not reach customer; Email ;TRUE
CMP-0000169;SHP-2025-0006834;2025-01-28 11:19:30;Lost Shipment;Shipment not delivered;Web Form;FALSE
CMP-0002643;SHP-2025-0106281;2025-11-28 13:42:32;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0002765;SHP-2025-0110400;2025-12-07 14:12:34;Late Delivery;Long transit time;Web Form;TRUE
CMP-0006124;SHP-2026-0241226;2026-12-07 18:06:35;Incorrect Delivery;Other;Chat;TRUE
CMP-0000346;SHP-2025-0014075;2025-03-04 17:44:01;Failed Delivery;Customer not available;Phone;TRUE
CMP-0000479;SHP-2025-0018789;2025-03-20 16:28:38;Incorrect Delivery;Other;Phone;TRUE
CMP-0001272;SHP-2025-0051167;2025-07-04 02:02:18;Other;Tracking issue;Phone;TRUE
CMP-0004968;SHP-2026-0198883;2026-09-17 07:00:40;Incorrect Delivery;Other;Email;TRUE
CMP-0006220;SHP-2026-0244284;2026-12-14 16:40:44;Other;Tracking issue;Phone;TRUE
CMP-0005852;SHP-2026-0232780;2026-12-01 13:21:36;Late Delivery;Long transit time;Web Form;FALSE
CMP-0003469;SHP-2026-0136830;2026-02-21 08:13:34;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0002568;SHP-2025-0103418;2025-11-27 14:47:51;Late Delivery;Long transit time;Web Form;TRUE
CMP-0000324;SHP-2025-0013190;2025-02-16 23:42:56;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0001091;SHP-2025-0043973;2025-06-11 20:19:32;Lost Shipment;Declared lost;Web Form;TRUE
CMP-0005932;SHP-2026-0235563;2027-01-01 13:10:58;Late Delivery;Long transit time;Chat;TRUE
CMP-0001998;SHP-2025-0080740;2025-09-14 03:20:44;Late Delivery;Long transit time;Phone;TRUE
CMP-0004644;SHP-2026-0185871;2026-07-20 10:21:25;Other;Other;Chat;TRUE
CMP-0000748;SHP-2025-0029553;2025-05-02 14:16:06;Lost Shipment;No tracking progress;Phone;TRUE
CMP-0005208;SHP-2026-0208719;2026-10-03 02:54:43;Failed Delivery;Customer not available;Phone;TRUE
CMP-0003188;SHP-2026-0125139;2026-02-02 19:38:34;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0002305;SHP-2025-0093268;2025-10-30 02:06:01;Failed Delivery;Delivery unsuccessful;Web Form;TRUE
CMP-0002232;SHP-2025-0089765;2025-11-01 21:01:00;Late Delivery;Long transit time;Phone;TRUE
CMP-0005965;SHP-2026-0236683;2026-12-07 12:00:14;Failed Delivery;Returned to sender;Email;TRUE
CMP-0002678;SHP-2025-0107719;2025-12-21 17:26:41;Other;Wrong delivery instructions;Email;TRUE
CMP-0004566;SHP-2026-0182632;2026-08-01 10:48:55;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0002340;SHP-2025-0094535;2025-11-30 16:17:18;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002409;SHP-2025-0097884;2025-11-14 00:04:45;Late Delivery;Delivery date repeatedly changed;Phone;FALSE
CMP-0003632;SHP-2026-0144256;2026-04-01 09:28:56;Other;Wrong delivery instructions;Email;TRUE
CMP-0004231;SHP-2026-0169317;2026-06-11 02:23:28;Late Delivery;Long transit time;Email;TRUE
CMP-0000015;SHP-2025-0000674;2025-02-06 08:00:04;Incorrect Delivery;Other;Phone;TRUE
CMP-0001203;SHP-2025-0048423;2025-07-04 01:37:43;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001983;SHP-2025-0080352;2025-09-16 02:43:09;Other;Other;Chat;TRUE
CMP-0003414;SHP-2026-0134899;2026-02-20 18:15:47;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0000055;SHP-2025-0002404;2025-02-04 12:37:08;Other;Tracking issue;Phone;TRUE
CMP-0000680;SHP-2025-0027178;2025-04-15 15:15:35;Other;Tracking issue;Email;TRUE
CMP-0005386;SHP-2026-0215446;2026-10-16 11:58:49;Failed Delivery;Courier did not reach customer;Chat;TRUE
CMP-0005059;SHP-2026-0202473;2026-10-01 23:23:00;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0001702;SHP-2025-0068420;2025-08-28 05:04:49;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004954;SHP-2026-0198383;2026-09-26 13:23:42;Other;Other;Phone;TRUE
CMP-0006244;SHP-2026-0244930;2026-12-24 06:03:21;Late Delivery;Long transit time;Email;TRUE
CMP-0002344;SHP-2025-0094625;2025-11-11 16:11:16;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0003548;SHP-2026-0139924;2026-03-30 09:45:07;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000430;SHP-2025-0017232;2025-03-18 19:17:04;Failed Delivery;Customer not available;Phone;TRUE
CMP-0003503;SHP-2026-0138244;2026-03-02 09:08:59;Late Delivery;Long transit time;Web Form;TRUE
CMP-0006360;SHP-2026-0248950;2026-12-28 16:44:15;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0005284;SHP-2026-0211999;2026-10-14 12:10:14;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0002047;SHP-2025-0082558;2025-10-26 21:43:48;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0002594;SHP-2025-0104014;2025-11-29 16:25:09;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000894;SHP-2025-0035594;2025-05-12 12:42:07;Late Delivery;Delivered after promised date;Phone;FALSE
CMP-0000141;SHP-2025-0005949;2025-02-02 12:30:51;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005163;SHP-2026-0207258;2026-10-04 23:05:29;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0000754;SHP-2025-0029740;2025-05-01 06:12:54;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000291;SHP-2025-0012004;2025-02-24 08:03:07;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0003235;SHP-2026-0127082;2026-01-13 05:47:14;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005258;SHP-2026-0210738;2026-10-24 05:18:28;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0005708;SHP-2026-0228114;2026-11-05 04:59:50;Late Delivery;Long transit time;Email;TRUE
CMP-0000953;SHP-2025-0038059;2025-05-07 06:40:06;Other;Tracking issue;Email;TRUE
CMP-0003945;SHP-2026-0156597;2026-04-30 10:42:29;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0005158;SHP-2026-0207122;2026-09-27 03:41:42;Failed Delivery;Returned to sender;Web Form;TRUE
CMP-0000822;SHP-2025-0032676;2025-04-10 08:47:32;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0006236;SHP-2026-0244668;2026-12-18 10:26:05;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0000941;SHP-2025-0037251;2025-05-04 08:28:00;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0005253;SHP-2026-0210541;2026-10-13 13:24:47;Other;Other;Phone;TRUE
CMP-0001994;SHP-2025-0080680;2025-09-10 17:58:58;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0001287;SHP-2025-0051795;2025-06-13 20:24:52;Late Delivery;Long transit time;Web Form;TRUE
CMP-0003671;SHP-2026-0145461;2026-03-10 04:41:18;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0005224;SHP-2026-0209293;2026-10-25 08:04:58;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0002630;SHP-2025-0105717;2025-12-07 21:14:23;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0004799;SHP-2026-0191949;2026-08-12 18:38:05;Late Delivery;Long transit time;Email;TRUE
CMP-0005935;SHP-2026-0235679;2026-12-17 22:30:06;Late Delivery;Long transit time;Phone;TRUE
CMP-0006291;SHP-2026-0246477;2026-12-25 20:35:14;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0005372;SHP-2026-0215011;2026-10-25 06:01:59;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0001077;SHP-2025-0043534;2025-05-21 00:57:00;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0001136;SHP-2025-0046179;2025-07-05 19:08:52;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0003278;SHP-2026-0129279;2026-01-09 11:18:44;Late Delivery;Long transit time;Phone;TRUE
CMP-0005332;SHP-2026-0213580;2026-10-28 16:15:04;Other;Tracking issue;Email;FALSE
CMP-0001509;SHP-2025-0060575;2025-07-29 04:23:12;Other;Wrong delivery instructions;Phone;TRUE
CMP-0000510;SHP-2025-0019943;2025-04-01 12:05:45;Failed Delivery;Returned to sender; Phone ;TRUE
CMP-0006263;SHP-2026-0245557;2026-12-29 22:33:44;Late Delivery;Long transit time;Email;TRUE
CMP-0002513;SHP-2025-0101459;2025-11-25 13:46:59;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0005397;SHP-2026-0215802;2026-10-24 08:30:40;Late Delivery;Delivery date repeatedly changed;Email;FALSE
CMP-0001977;SHP-2025-0079945;2025-09-17 03:43:57;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0004984;SHP-2026-0199593;2026-09-13 05:05:18;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0003896;SHP-2026-0154542;2026-04-12 10:14:13;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000583;SHP-2025-0023085;2025-03-10 03:34:06;Other;Wrong delivery instructions;Email;TRUE
CMP-0000643;SHP-2025-0025496;2025-04-29 11:30:09;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0005477;SHP-2026-0219456;2026-11-01 22:37:45;Failed Delivery;Courier did not reach customer;Email;FALSE
CMP-0002829;SHP-2025-0112192;2025-12-08 20:01:13;Other;Wrong delivery instructions;Email;TRUE
CMP-0000730;SHP-2025-0029158;2025-04-28 10:43:45;Incorrect Delivery;Tracking issue;Chat;TRUE
CMP-0004048;SHP-2026-0161769;2026-05-09 02:19:14;Failed Delivery;Customer not available;Phone;TRUE
CMP-0004246;SHP-2026-0170445;2026-06-16 14:21:04;Failed Delivery;Delivery unsuccessful;Chat;TRUE
CMP-0005240;SHP-2026-0209851;2026-10-24 02:42:16;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0002043;SHP-2025-0082234;2025-09-25 17:43:36;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0003086;SHP-2025-0120684;2025-12-18 00:04:26;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001920;SHP-2025-0076658;2025-09-27 15:30:24;Failed Delivery;Customer not available;Phone;TRUE
CMP-0000149;SHP-2025-0006099;2025-01-22 06:45:11;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0001949;SHP-2025-0078185;2025-09-20 14:13:06;Late Delivery;Long transit time;Phone;FALSE
CMP-0005002;SHP-2026-0200151;2026-09-16 23:32:08;Incorrect Delivery;Other;Phone;TRUE
CMP-0001427;SHP-2025-0057665;2025-07-17 11:29:24;Late Delivery;Long transit time;Phone;TRUE
CMP-0004842;SHP-2026-0194011;2026-08-27 22:44:19;Other;Other;Email;TRUE
CMP-0004416;SHP-2026-0177223;2026-06-18 16:19:09;Incorrect Delivery;Other;Web Form;TRUE
CMP-0005193;SHP-2026-0208399;2026-09-25 20:12:55;Lost Shipment;Shipment not delivered;Web Form;TRUE
CMP-0000283;SHP-2025-0011603;2025-03-01 05:34:39;Failed Delivery;Returned to sender;Email;TRUE
CMP-0006347;SHP-2026-0248413;2026-12-05 02:56:16;Other;Tracking issue;Phone;TRUE
CMP-0001302;SHP-2025-0052285;2025-06-28 05:33:50;Late Delivery;Long transit time;Phone;TRUE
CMP-0005098;SHP-2026-0204161;2026-09-28 11:53:20;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005709;SHP-2026-0228120;2026-11-28 22:10:52;Failed Delivery;Customer not available;Chat;TRUE
CMP-0005727;SHP-2026-0228462;2026-11-11 00:02:04;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0005679;SHP-2026-0226612;2026-12-05 21:41:00;Lost Shipment;No tracking progress;Phone;TRUE
CMP-0003513;SHP-2026-0138640;2026-03-29 21:23:29;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0005264;SHP-2026-0211247;2026-10-24 04:58:27;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0004104;SHP-2026-0163940;2026-05-29 15:30:45;Incorrect Delivery;Other;Email;TRUE
CMP-0001733;SHP-2025-0069541;2025-08-29 08:28:53;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0004237;SHP-2026-0169680;2026-06-09 15:00:55;Other;Other;Chat;TRUE
CMP-0002382;SHP-2025-0096303;2025-12-05 01:30:31;Incorrect Delivery;Wrong delivery instructions;Email;FALSE
CMP-0004117;SHP-2026-0164683;2026-05-21 02:04:15;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0001026;SHP-2025-0041507;2025-05-17 14:21:53;Late Delivery;Long transit time;Email;FALSE
CMP-0002481;SHP-2025-0100482;2025-11-19 09:30:49;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0000993;SHP-2025-0039920;2025-05-21 07:08:42;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0002081;SHP-2025-0083801;2025-10-27 13:46:03;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005322;SHP-2026-0213354;2026-10-20 21:31:47;Lost Shipment;Declared lost;Phone;TRUE
CMP-0003777;SHP-2026-0149288;2026-04-23 04:09:10;Late Delivery;Delivered after promised date;Web Form;FALSE
CMP-0004094;SHP-2026-0163426;2026-05-22 12:40:50;Lost Shipment;No tracking progress;Email;TRUE
CMP-0004186;SHP-2026-0167235;2026-05-17 12:08:16;Other;Tracking issue;Web Form;TRUE
CMP-0001827;SHP-2025-0072722;2025-09-15 16:49:39;Failed Delivery;Customer not available;Phone;TRUE
CMP-0001175;SHP-2025-0047358;2025-07-02 19:29:56;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0000955;SHP-2025-0038071;2025-05-09 21:08:00;Failed Delivery;Customer not available;Chat;TRUE
CMP-0005475;SHP-2026-0219331;2026-10-27 11:27:04;Lost Shipment;No tracking progress;Email;TRUE
CMP-0004279;SHP-2026-0171685;2026-06-17 19:59:41;Incorrect Delivery;Other;Phone;TRUE
CMP-0003226;SHP-2026-0126909;2026-02-04 07:06:18;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0004797;SHP-2026-0191902;2026-08-07 09:06:18;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000051;SHP-2025-0002229;2025-01-17 05:55:06;Incorrect Delivery;Other;Web Form;TRUE
CMP-0006167;SHP-2026-0242388;2026-12-14 16:57:55;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0006226;SHP-2026-0244426;2027-01-04 13:40:30;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003681;SHP-2026-0145846;2026-04-07 12:07:29;Late Delivery;Delivery date repeatedly changed;Email;FALSE
CMP-0002172;SHP-2025-0086970;2025-10-13 16:18:57;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0005168;SHP-2026-0207320;2026-09-06 05:16:34;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0002658;SHP-2025-0107072;2025-12-28 17:03:31;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0003715;SHP-2026-0147248;2026-04-05 21:29:47;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004878;SHP-2026-0195492;2026-08-11 17:45:55;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0005024;SHP-2026-0201150;2026-09-23 01:34:45;Incorrect Delivery;Other;Web Form;TRUE
CMP-0003273;SHP-2026-0129215;2026-02-07 05:10:49;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000904;SHP-2025-0035883;2025-05-08 19:26:21;Late Delivery;Long transit time;Phone;TRUE
CMP-0001411;SHP-2025-0057153;2025-08-04 17:55:37;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0002327;SHP-2025-0094244;2025-11-17 20:50:13;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001846;SHP-2025-0073330;2025-09-11 08:47:55;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0003050;SHP-2025-0119790;2026-01-03 21:11:03;Late Delivery;Long transit time;Phone;TRUE
CMP-0003497;SHP-2026-0137833;2026-01-02 06:38:22;Incorrect Delivery;Wrong delivery instructions;Chat;TRUE
CMP-0001849;SHP-2025-0073508;2025-09-25 01:35:49;Other;Tracking issue;Phone;TRUE
CMP-0000074;SHP-2025-0002983;2025-02-05 21:26:48;Incorrect Delivery;Other;Web Form;TRUE
CMP-0003227;SHP-2026-0126934;2026-01-11 04:26:00;failed delivery;Repeated delivery attempt;Email;FALSE
CMP-0000503;SHP-2025-0019795;2025-03-16 10:20:51;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0002758;SHP-2025-0110217;2026-01-02 02:43:39;Late Delivery;Long transit time;Email;TRUE
CMP-0004269;SHP-2026-0171278;2026-07-05 01:38:41;Other;Tracking issue;Email;TRUE
CMP-0005791;SHP-2026-0230631;2026-11-30 00:58:09;Late Delivery;Long transit time;Email;TRUE
CMP-0001838;SHP-2025-0073120;2025-09-05 23:14:31;Other;Tracking issue;Web Form;TRUE
CMP-0003924;SHP-2026-0155552;2026-05-05 07:33:57;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0005099;SHP-2026-0204183;2026-09-09 19:13:45;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000401;SHP-2025-0016041;2025-02-12 19:33:31;Other;Tracking issue;Phone;TRUE
CMP-0001529;SHP-2025-0061446;2025-07-26 00:26:43;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0001466;SHP-2025-0058991;2025-07-17 01:22:17;Late Delivery;Long transit time;Email;TRUE
CMP-0001107;SHP-2025-0044714;2025-06-07 14:53:35;Incorrect Delivery;Other;Email;TRUE
CMP-0005090;SHP-2026-0203571;2026-09-18 13:14:48;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0001101;SHP-2025-0044291;2025-07-03 21:55:52;Incorrect Delivery;Other;Web Form;TRUE
CMP-0004546;SHP-2026-0181962;2026-07-26 04:22:17;Failed Delivery;Returned to sender;Web Form;TRUE
CMP-0002795;SHP-2025-0111241;2025-12-09 22:48:44;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0001199;SHP-2025-0048242;2025-06-15 17:37:49;Other;Tracking issue;Chat;TRUE
CMP-0004248;SHP-2026-0170461;2026-06-20 15:18:15;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001494;SHP-2025-0060212;2025-07-26 06:47:37;Other;Other;Phone;TRUE
CMP-0002646;SHP-2025-0106491;2025-11-15 18:48:11;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0005009;SHP-2026-0200457;2026-09-24 15:26:52;Other;Other;Phone;TRUE
CMP-0004093;SHP-2026-0163398;2026-05-24 09:34:12;Late Delivery;Long transit time;Chat;TRUE
CMP-0004704;SHP-2026-0188419;2026-08-17 17:29:08;Failed Delivery;Returned to sender;Email;TRUE
CMP-0002626;SHP-2025-0105404;2025-12-05 18:12:09;Late Delivery;Long transit time;Email;TRUE
CMP-0005274;SHP-2026-0211514;2026-10-22 03:00:18;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0001673;SHP-2025-0067317;2025-08-06 04:33:17;Failed Delivery;Customer not available;Email;TRUE
CMP-0001296;SHP-2025-0052164;2025-07-06 10:09:21;Late Delivery;Long transit time;Phone;TRUE
CMP-0000581;SHP-2025-0023080;2025-03-11 12:19:56;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005160;SHP-2026-0207189;2026-09-09 09:44:39;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0004904;SHP-2026-0196342;2026-08-28 02:48:39;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0003072;SHP-2025-0120311;2026-01-02 09:07:43;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001990;SHP-2025-0080534;2025-09-18 11:02:09;Other;Other;Email;TRUE
CMP-0002586;SHP-2025-0103807;2025-11-12 01:06:26;Late Delivery;Delivery date repeatedly changed;Phone;FALSE
CMP-0002440;SHP-2025-0098839;2025-12-05 15:34:48;Other;Wrong delivery instructions;Chat;TRUE
CMP-0003780;SHP-2026-0149358;2026-04-10 01:39:52;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003884;SHP-2026-0154000;2026-04-26 06:42:37;Failed Delivery;Courier did not reach customer;Chat;TRUE
CMP-0005936;SHP-2026-0235689;2026-12-09 03:22:18;Damaged Shipment;Packaging failure;Email;TRUE
CMP-0002053;SHP-2025-0083080;2025-10-30 10:38:17;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0004183;SHP-2026-0167165;2026-05-23 12:38:17;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0000853;SHP-2025-0033492;2025-04-29 22:19:25;Late Delivery;Long transit time;Chat;FALSE
CMP-0003996;SHP-2026-0159284;2026-05-16 19:03:14;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003912;SHP-2026-0154980;2026-04-29 15:49:49;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0002245;SHP-2025-0090411;2025-10-26 06:01:43;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0004230;SHP-2026-0169178;2026-06-26 10:39:34;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0006207;SHP-2026-0243751;2026-12-23 15:15:55;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0001493;SHP-2025-0060166;2025-07-30 17:12:28;Other;Other;Email;TRUE
CMP-0001445;SHP-2025-0058140;2025-07-17 17:55:39;Late Delivery;Long transit time;Web Form;TRUE
CMP-0002161;SHP-2025-0086481;2025-10-20 22:25:41;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0003958;SHP-2026-0157446;2026-04-10 04:58:40;Incorrect Delivery;Other;Chat;FALSE
CMP-0006346;SHP-2026-0248329;2027-01-06 23:38:09;Late Delivery;Long transit time;Email;TRUE
CMP-0001960;SHP-2025-0079036;2025-09-29 23:18:10;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001335;SHP-2025-0054098;2025-07-21 12:11:06;Other;Wrong delivery instructions;Phone;TRUE
CMP-0001231;SHP-2025-0049670;2025-07-07 12:42:57;Failed Delivery;Customer not available;Phone;TRUE
CMP-0005255;SHP-2026-0210606;2026-10-16 15:10:50;Failed Delivery;Repeated delivery attempt;Phone;TRUE
